0,1,2,3,4,5
0.0,0.3333333333333333,0.0,1.0,0.0,0.0
0.0,1.0,1.0,0.5,1.0,1.0
0.75,0.6666666666666666,1.0,1.0,0.0,1.0
0.25,0.3333333333333333,1.0,0.5,0.0,1.0
0.75,1.0,0.0,0.0,0.0,0.0
1.0,0.6666666666666666,1.0,1.0,0.0,0.0
0.25,0.0,0.0,0.5,1.0,0.0
1.0,1.0,0.0,0.5,1.0,1.0
0.75,1.0,0.0,0.5,1.0,0.0
0.25,0.6666666666666666,1.0,0.5,1.0,0.0
0.25,0.6666666666666666,0.0,1.0,1.0,1.0
0.5,1.0,1.0,0.0,1.0,0.0
0.0,0.6666666666666666,0.0,1.0,1.0,0.0
0.5,0.6666666666666666,0.0,0.0,1.0,0.0
1.0,0.3333333333333333,0.0,0.5,1.0,0.0
0.75,1.0,0.0,0.5,1.0,1.0
0.5,0.3333333333333333,1.0,0.5,0.0,0.0
1.0,0.3333333333333333,0.0,1.0,0.0,0.0
0.0,0.3333333333333333,1.0,0.5,0.0,1.0
0.0,1.0,0.0,0.5,0.0,1.0
0.75,0.3333333333333333,1.0,0.0,0.0,1.0
0.25,1.0,0.0,0.0,1.0,1.0
0.25,1.0,0.0,0.5,1.0,1.0
0.75,0.3333333333333333,1.0,0.0,0.0,0.0
0.5,0.6666666666666666,1.0,0.5,0.0,0.0
0.0,0.6666666666666666,0.0,0.5,1.0,1.0
0.0,0.3333333333333333,1.0,0.0,1.0,0.0
0.0,1.0,0.0,0.5,1.0,1.0
1.0,0.6666666666666666,1.0,0.5,0.0,1.0
0.5,0.6666666666666666,0.0,0.0,0.0,0.0
1.0,0.6666666666666666,0.0,0.5,1.0,0.0
0.75,1.0,0.0,1.0,0.0,1.0
0.0,0.3333333333333333,1.0,0.5,1.0,0.0
0.25,0.3333333333333333,1.0,1.0,0.0,1.0
0.0,1.0,1.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0
0.75,0.0,1.0,1.0,0.0,0.0
0.25,0.3333333333333333,1.0,1.0,1.0,0.0
0.75,0.0,1.0,0.5,1.0,1.0
0.25,0.0,1.0,0.5,1.0,1.0
0.25,0.6666666666666666,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.5,1.0,0.0
1.0,0.6666666666666666,0.0,1.0,0.0,0.0
0.0,0.6666666666666666,0.0,0.0,0.0,1.0
0.25,0.6666666666666666,1.0,0.0,0.0,1.0
0.75,0.6666666666666666,1.0,0.5,0.0,1.0
0.75,1.0,1.0,0.5,0.0,0.0
1.0,0.3333333333333333,1.0,0.5,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0
0.75,0.6666666666666666,0.0,1.0,1.0,0.0
0.25,0.0,0.0,1.0,1.0,0.0
0.5,1.0,1.0,0.5,0.0,0.0
0.0,0.6666666666666666,0.0,0.0,1.0,1.0
0.75,0.3333333333333333,0.0,1.0,1.0,1.0
